name,phone,website,address,rating,reviews,city,category,email
Мементо Раковски,0888402333,http://www.memento.cafe/,", София център, ул. „Георги С. Раковски“ 106, 1000 София",,,София,tobacco shop,
Вейпър ЕООД,0885119999,https://esmoker.bg/,", София център, бул. „Александър Стамболийски“ 37, 1000 София",,,София,tobacco shop,
Chivas,,,", София център, бул. „Васил Левски“ 100A, 1527 София",,,София,tobacco shop,
"Pri Kalin coffee & tobacco,beer, wine",,,", София център, ул. „Професор Фритьоф Нансен“ 17, 1142 София",,,София,tobacco shop,
Ла каза дел Хабано,0889513798,http://www.kalimancaribe.com/bg/,", ж.к. Зона Б-5, бул. „Александър Стамболийски“ 101, 1000 София",,,София,tobacco shop,
Алкохол и Табако,,,", София център, бул. „Витоша“ 69, 1000 София",,,София,tobacco shop,
The SPOT - Coffee & Tobacco,,,", Pette Kyosheta, бул. „Тодор Александров“ 18, 1000 София",,,София,tobacco shop,
Premium Cigars & Tobacco Hyatt Regency Sofia,0882971818,http://www.kalimancaribe.com/,", София център, бул. „Васил Левски“ 95, 1000 София",,,София,tobacco shop,
Alcohol Center,0879506850,https://bohemi.shop/,", Pette Kyosheta, бул. „Пенчо Славейков“ 5, 1606 София",,,София,tobacco shop,
Табако шоп,,,", София център, бул. „Стефан Стамболов“ 46, 1202 София",,,София,tobacco shop,
Парфюм БГ (ВАЯ 911 ЕООД),,https://parfium.bg/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,", партер, ул. „Иван Вазов“ 22, 1000 София",,,София,tobacco shop,
IQOS Щанд Мол София,080040004,https://bg.iqos.com/bg,", Ниво 0, ж.к. Зона Б-5, бул. „Александър Стамболийски“ 101, 1303 София",,,София,tobacco shop,
Спирка 18,,,", ж.к. Яворов, бул. „Евлоги и Христо Георгиеви“ 40, 1142 София",,,София,tobacco shop,
alcohol & tobacco store,,,", София център, бул. „Христо Ботев“ 84, 1303 София",,,София,tobacco shop,
Магазин Голди,,,", Pette Kyosheta, бул. „Прага“ 4, 1606 София",,,София,tobacco shop,
Beauty | Zone 1,0884403081,https://douglas.bg/?trac=DO_BG.16.OPM.Uberall%2FGMB..BG_D16_Vitosha62_Sofia....,", София център, бул. „Витоша“ 62, 1463 София",,,София,tobacco shop,
Kinky,,,", Pette Kyosheta, бул. „Генерал Скобелев“, 1606 София",,,София,tobacco shop,
Bobimar Ltd,,,", София център, ул. „Странджа“ 112, 1303 София",,,София,tobacco shop,
Premium,0888881127,http://www.kalimancaribe.com/bg/,", City Center, ж.к. Лозенец, бул. „Арсеналски“ 2, 1421 София",,,София,tobacco shop,
premium,0887721001,http://www.kalimancaribe.com/bg/,", Оборище, бул. „Ситняково“ 48, 1505 София",,,София,tobacco shop,
Колоре,0899187614,http://www.colore.bg/,", София център, ул. „Трапезица“ 4, 1000 София",,,София,tobacco shop,
ТЕДИ алкохол.кафе.цигари,0884161620,,", ж.к. Банишора, бул. „Христо Ботев“ 167, 1233 София",,,София,tobacco shop,
Хамбара,02413746,https://m.facebook.com/pages/Hambara/107514922664611?nr,", София център, ул. „6-ти септември“ 22, 1142 София",,,София,tobacco shop,
Alcohol and Tobacco Shop,,,", ж.к. Хаджи Димитър, ул. „Клисура“ 129, 1510 София",,,София,tobacco shop,
Крафтър бар - крафт бира и напитки,0888501826,http://www.crafter.bg/,", 6, ул. „Христо Белчев“ str, 1000 София",,,София,alcohol shop,
Bella Vista Alabin,,,", София център, ул. „Цар Асен“ 2, 1000 София",,,София,alcohol shop,
Киоск Палето,,,", София център, ул. „Солунска“ 23, 1000 София",,,София,alcohol shop,
Абордаж,0889180993,http://abordage.bg/,", София център, ул. „Веслец“ 22, 1000 София",,,София,alcohol shop,
BarBarossa,0885655793,http://www.barbarossa-bg.com/,", София център, ул. „Цар Самуил“ 50, 1000 София",,,София,alcohol shop,
BILLA | Славянска,029025430,https://billa.bg/,", София център, ул. „Славянска“ 5, 1000 София",,,София,alcohol shop,
Tempus Vini,0887708704,http://www.tempusvini.shop/,", 81 1000, ул. „Княз Борис I“, София",,,София,alcohol shop,
BILLA,029026020,https://billa.bg/,", София център, ул. „Пиротска“ 9, 1000 София",,,София,alcohol shop,
Халбите,0878737786,https://www.halbite.com/,", София център, ул. „Неофит Рилски“ 72, 1000 София",,,София,alcohol shop,
Грейп Сентрал,0889820444,,", София център, ул. „Цар Самуил“ 45, 1000 София",,,София,alcohol shop,
JC global growth,0899290185,http://sushitime.bg/,", София център, бул. „Княз Александър Дондуков"" 11, 1000 София",,,София,alcohol shop,
Джей Джей Мърфис,029802870,https://www.facebook.com/profile.php?id=100051778763880,", София център, ул. „Кърниградска“ 6, 1000 София",,,София,alcohol shop,
